basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Кушнер Александр			«У счастливой любви не бывает стихов» — Пойдемже вдоль Мойки... — «У меня зазвонил телефон...» [Стихи]	Юность	1972	3	36—37
Холендро Дмитрий			Пушка. Повесть Ил.: Ю. Цишевский	Юность	1972	3	38—60
ОктЭзизов Курбанназар			Сны. — Братские могилы. — «Немало в жизни ясчастливых видел...» [Стихи], Пер. с туркм,: В. Цыбин	Юность	1972	3	62—63
Ведюров Бронтой			Песнь, посвященная матери. Стихи. Пер. С алт.: Ю.Нейман	Юность	1972	3	63—64
Воронов Вл			Достоинство [литературной] критики	Юность	1972	3	65—66
Лагина Наталья			Призвание — дирижер. [О лауреатах III Всесоюз.конкурса дирижеров В. Нельсоне и А Лазареве]	Юность	1972	3	67—70
			Кукрыниксы. Втроем. Главы из выходящей в изд-ве «Сов. художник»книги записок и воспоминаний художников	Юность	1972	3	71—79
Смирнов Лев			Закладка в книге. — Прощание е Петропавловском.[Стихи]	Юность	1972	3	8—9
Маркин Вячеслав			Непременные перемены погоды. [О метеорологии]	Юность	1972	3	98—103
Мауленов Сырбай			Телеграфные ленты. Стихи. Пер. с каз.: О. Дмитриев	Юность	1972	4	29
Шаламов Варлам			Асуан. Стихи	Юность	1972	4	33
Леонидзе Георгий			Песня возвращения. — «От вздетых рук, и горьких слов..». — Впламени молний. [Стихи]. Пер. с груз.: Ю. Ряшенцев	Юность	1972	4	69
Левина С.			История ленинской листовки [«К рабочим и работницам фабрики Торнтона».1895 г.]	Юность	1972	4	106—107
Гофман Генрих			Двое над океаном. Повесть. Ил.: Г. Новожилов	Юность	1972	4	2—29
Евтушенко Евгений			Жизнь и Смерть. — Люди сильны друг другом. — В доме сталевара.— В миг полуосени-полузимы. — Вторая жизнь. — Прогулка с сыном. — Последняяягода. (Романс). — Тихая поэзия. — Тараканы. [Стихи]	Юность	1972	4	30—33
