journal	issue	year	print_run	issues_pa	notes
Юность	7	1962	550000	12	Based on information in issue 1/1962
Юность	8	1962	550000	12	Based on information in issue 1/1962
Юность	9	1962	550000	12	Based on information in issue 1/1962
Юность	10	1962	550000	12	Based on information in issue 1/1962
Юность	11	1962	550000	12	Based on information in issue 1/1962
Юность	12	1962	550000	12	Based on information in issue 1/1962
Юность	1	1963	600000	12	
Юность	2	1963	600000	12	
Юность	3	1963	600000	12	
Юность	4	1963	600000	12	
Юность	5	1963	600000	12	
Юность	6	1963	600000	12	
Юность	7	1963	600000	12	
Юность	8	1963	600000	12	
Юность	9	1963	600000	12	
Юность	10	1963	600000	12	
Юность	11	1963	600000	12	
Юность	12	1963	600000	12	
Юность	1	1964	1000000	12	
Юность	2	1964	1000000	12	
Юность	3	1964	1000000	12	
Юность	4	1964	1000000	12	
Юность	5	1964	1000000	12	
Юность	6	1964	1000000	12	
Юность	7	1964	1000000	12	
Юность	8	1964	1000000	12	
Юность	9	1964	1000000	12	
Юность	10	1964	1000000	12	
Юность	11	1964	1000000	12	
Юность	12	1964	1000000	12	
Юность	1	1965	1500000	12	Based on information in one 1965 issue
Юность	2	1965	1500000	12	Based on information in one 1965 issue
Юность	3	1965	1500000	12	Based on information in one 1965 issue
Юность	4	1965	1500000	12	Based on information in one 1965 issue
Юность	5	1965	1500000	12	Based on information in one 1965 issue
Юность	6	1965	1500000	12	Based on information in one 1965 issue
Юность	7	1965	1500000	12	Based on information in one 1965 issue
Юность	8	1965	1500000	12	Based on information in one 1965 issue
Юность	9	1965	1500000	12	Based on information in one 1965 issue
Юность	10	1965	1500000	12	Based on information in one 1965 issue
Юность	11	1965	1500000	12	Based on information in one 1965 issue
Юность	12	1965	1500000	12	Based on information in one 1965 issue
Юность	1	1966	2000000	12	
Юность	2	1966	2000000	12	
Юность	3	1966	2000000	12	
Юность	4	1966	2000000	12	
Юность	5	1966	2000000	12	
Юность	6	1966	2000000	12	
Юность	7	1966	2000000	12	
Юность	8	1966	2000000	12	
Юность	9	1966	2000000	12	
Юность	10	1966	2000000	12	
Юность	11	1966	2000000	12	
Юность	12	1966	2000000	12	
Юность	1	1967	2000000	12	
Юность	2	1967	2000000	12	
Юность	3	1967	2000000	12	
Юность	4	1967	2000000	12	
Юность	5	1967	2000000	12	
Юность	6	1967	2000000	12	
Юность	7	1967	2000000	12	
Юность	8	1967	2000000	12	
Юность	9	1967	2000000	12	
Юность	10	1967	2000000	12	
Юность	11	1967	2000000	12	
Юность	12	1967	2000000	12	
Юность	1	1968	2000000	12	
Юность	2	1968	2000000	12	
Юность	3	1968	2000000	12	
Юность	4	1968	2000000	12	
Юность	5	1968	2000000	12	
Юность	6	1968	2000000	12	
Юность	7	1968	2000000	12	
Юность	8	1968	2000000	12	
Юность	9	1968	2000000	12	
Юность	10	1968	2000000	12	
Юность	11	1968	2000000	12	
Юность	12	1968	2000000	12	
Юность	1	1969	2000000	12	
Юность	2	1969	2000000	12	
Юность	3	1969	2000000	12	
Юность	4	1969	2000000	12	
Юность	5	1969	2000000	12	
Юность	6	1969	2100000	12	
Юность	7	1969	2100000	12	
Юность	8	1969	2100000	12	
Юность	9	1969	2000000	12	
Юность	10	1969	2000000	12	
Юность	11	1969	2000000	12	
Юность	12	1969	2000000	12	
Юность	1	1970	2000000	12	Based on information in one 1970 issue
Юность	2	1970	2000000	12	Based on information in one 1970 issue
Юность	3	1970	2000000	12	Based on information in one 1970 issue
Юность	4	1970	2000000	12	Based on information in one 1970 issue
Юность	5	1970	2000000	12	Based on information in one 1970 issue
Юность	6	1970	2000000	12	Based on information in one 1970 issue
Юность	7	1970	2000000	12	Based on information in one 1970 issue
Юность	8	1970	2000000	12	Based on information in one 1970 issue
Юность	9	1970	2000000	12	Based on information in one 1970 issue
Юность	10	1970	2000000	12	Based on information in one 1970 issue
Юность	11	1970	2000000	12	Based on information in one 1970 issue
Юность	12	1970	2000000	12	Based on information in one 1970 issue
Юность	1	1971	1850000	12	Based on information in one 1971 issue
Юность	2	1971	1850000	12	Based on information in one 1971 issue
Юность	3	1971	1850000	12	Based on information in one 1971 issue
Юность	4	1971	1850000	12	Based on information in one 1971 issue
Юность	5	1971	1850000	12	Based on information in one 1971 issue
Юность	6	1971	1850000	12	Based on information in one 1971 issue
Юность	7	1971	1850000	12	Based on information in one 1971 issue
Юность	8	1971	1850000	12	Based on information in one 1971 issue
Юность	9	1971	1850000	12	Based on information in one 1971 issue
Юность	10	1971	1850000	12	Based on information in one 1971 issue
Юность	11	1971	1850000	12	Based on information in one 1971 issue
Юность	12	1971	1850000	12	Based on information in one 1971 issue
Юность	1	1972	2000000	12	Based on information in one 1972 issue
Юность	2	1972	2000000	12	Based on information in one 1972 issue
Юность	3	1972	2000000	12	Based on information in one 1972 issue
Юность	4	1972	2000000	12	Based on information in one 1972 issue
Юность	5	1972	2000000	12	Based on information in one 1972 issue
Юность	6	1972	2000000	12	Based on information in one 1972 issue
Юность	7	1972	2000000	12	Based on information in one 1972 issue
Юность	8	1972	2000000	12	Based on information in one 1972 issue
Юность	9	1972	2000000	12	Based on information in one 1972 issue
Юность	10	1972	2000000	12	Based on information in one 1972 issue
Юность	11	1972	2000000	12	Based on information in one 1972 issue
Юность	12	1972	2000000	12	Based on information in one 1972 issue
